userId,num_rated_movies,avg_rating_given
1,232,8.732758620689655
2,29,7.896551724137931
3,39,4.871794871794871
4,216,7.111111111111111
5,44,7.2727272727272725
6,314,6.987261146496815
7,152,6.4605263157894735
8,47,7.148936170212766
9,46,6.521739130434782
10,140,6.557142857142857
11,64,7.5625
12,32,8.78125
13,31,7.290322580645161
14,48,6.791666666666667
15,135,6.896296296296296
16,98,7.448979591836735
17,105,8.41904761904762
18,502,7.464143426294821
19,703,5.21479374110953
20,242,7.181818181818182
21,443,6.521444695259594
22,119,5.142857142857143
23,121,7.297520661157025
24,110,7.3
25,26,9.615384615384615
26,21,6.476190476190476
27,135,7.0962962962962965
28,570,6.040350877192982
29,81,8.283950617283951
30,34,9.470588235294118
31,50,7.84
32,102,7.509803921568627
33,156,7.576923076923077
34,86,6.837209302325581
35,23,8.173913043478262
36,60,5.266666666666667
37,21,8.285714285714286
38,78,6.435897435897436
39,100,8.0
40,103,7.533980582524272
41,217,6.506912442396313
42,440,7.131818181818182
43,114,9.105263157894736
44,48,6.708333333333333
45,399,7.7518796992481205
46,42,8.0
47,140,6.107142857142857
48,33,8.06060606060606
49,21,8.523809523809524
50,310,5.561290322580645
51,359,7.5515320334261835
52,130,8.953846153846154
53,20,10.0
54,33,6.0606060606060606
55,25,5.68
56,46,7.608695652173913
57,476,6.785714285714286
58,112,7.803571428571429
59,107,8.710280373831775
60,22,7.454545454545454
61,39,8.102564102564102
62,366,8.163934426229508
63,271,7.2619926199261995
64,517,7.537717601547389
65,34,8.058823529411764
66,345,8.040579710144927
67,36,7.944444444444445
68,1260,6.467460317460318
69,46,8.73913043478261
70,62,8.64516129032258
71,35,7.2
72,45,8.311111111111112
73,210,7.423809523809524
74,177,8.542372881355933
75,69,6.463768115942029
76,119,6.168067226890757
77,29,8.0
78,61,6.327868852459017
79,64,8.40625
80,167,8.520958083832335
81,26,5.538461538461538
82,227,6.762114537444934
83,118,6.61864406779661
84,293,7.378839590443686
85,34,7.411764705882353
86,70,7.857142857142857
87,21,7.904761904761905
88,56,8.071428571428571
89,518,6.945945945945946
90,54,8.148148148148149
91,575,6.791304347826087
92,24,7.875
93,97,8.577319587628866
94,56,6.071428571428571
95,168,8.125
96,78,7.769230769230769
97,36,8.38888888888889
98,92,7.826086956521739
99,53,7.735849056603773
100,148,7.891891891891892
101,61,7.114754098360656
102,56,6.714285714285714
103,377,7.814323607427056
104,273,7.014652014652015
105,722,8.232686980609419
106,33,8.878787878787879
107,34,7.823529411764706
108,76,7.973684210526316
109,127,6.440944881889764
110,51,7.450980392156863
111,646,6.679566563467493
112,65,7.184615384615385
113,150,7.293333333333333
114,31,6.870967741935484
115,112,7.535714285714286
116,87,6.873563218390805
117,165,6.678787878787879
118,22,7.636363636363637
119,215,8.353488372093024
120,22,6.818181818181818
121,58,6.586206896551724
122,292,9.092465753424657
123,56,8.071428571428571
124,50,7.98
125,360,7.719444444444444
126,38,6.578947368421052
127,22,6.2272727272727275
128,33,8.727272727272727
129,140,7.8428571428571425
130,28,7.071428571428571
131,69,6.884057971014493
132,347,6.077809798270893
133,35,6.0
134,35,7.142857142857143
135,279,7.261648745519714
136,111,6.63063063063063
137,141,7.957446808510638
138,22,7.045454545454546
139,194,4.288659793814433
140,608,6.998355263157895
141,168,7.0773809523809526
142,38,7.631578947368421
143,71,6.647887323943662
144,128,7.2578125
145,23,6.695652173913044
146,32,6.28125
147,20,6.75
148,48,7.479166666666667
149,58,5.448275862068965
150,26,7.153846153846154
151,59,7.084745762711864
152,63,8.047619047619047
153,179,4.435754189944134
154,34,8.764705882352942
155,46,7.217391304347826
156,398,7.384422110552764
157,21,6.9523809523809526
158,26,6.846153846153846
159,97,6.546391752577319
160,437,5.416475972540046
161,39,7.666666666666667
162,38,8.473684210526315
163,23,6.0
164,36,8.5
165,65,7.076923076923077
166,190,8.147368421052631
167,173,6.878612716763006
168,94,8.925531914893616
169,269,8.49814126394052
170,50,6.68
171,82,9.268292682926829
172,26,7.653846153846154
173,25,6.96
174,67,7.313432835820896
175,24,7.083333333333333
176,36,8.11111111111111
177,904,6.751106194690266
178,77,8.181818181818182
179,69,7.565217391304348
180,24,7.125
181,118,5.88135593220339
182,977,7.022517911975435
183,57,7.649122807017544
184,134,7.41044776119403
185,47,7.0638297872340425
186,226,8.15929203539823
187,258,7.550387596899225
188,48,8.791666666666666
189,20,8.2
190,66,7.818181818181818
191,85,7.482352941176471
192,22,8.090909090909092
193,35,7.6
194,20,6.95
195,187,7.0588235294117645
196,32,7.875
197,35,7.714285714285714
198,230,6.982608695652174
199,363,6.790633608815427
200,334,7.619760479041916
201,110,8.2
202,403,7.637717121588089
203,45,7.688888888888889
204,83,7.9156626506024095
205,27,7.7407407407407405
206,25,8.08
207,20,5.75
208,26,6.615384615384615
209,35,8.485714285714286
210,138,8.159420289855072
211,89,7.808988764044944
212,248,7.181451612903226
213,84,7.654761904761905
214,22,5.7272727272727275
215,98,7.816326530612245
216,164,7.329268292682927
217,613,5.523654159869494
218,26,6.730769230769231
219,528,6.331439393939394
220,207,7.927536231884058
221,331,8.253776435045317
222,250,6.332
223,75,6.546666666666667
224,54,8.518518518518519
225,75,7.306666666666667
226,507,6.952662721893491
227,94,8.404255319148936
228,25,7.48
229,65,7.476923076923077
230,139,5.719424460431655
231,24,7.708333333333333
232,862,6.5011600928074245
233,150,6.6
234,202,7.00990099009901
235,65,7.292307692307692
236,30,7.933333333333334
237,50,6.72
238,44,7.363636363636363
239,279,8.053763440860216
240,128,7.828125
241,76,7.9605263157894735
242,35,7.2
243,36,8.277777777777779
244,93,7.548387096774194
245,21,5.428571428571429
246,204,8.504901960784315
247,150,7.493333333333333
248,51,7.490196078431373
249,1046,7.392925430210325
250,27,8.444444444444445
251,23,9.73913043478261
252,38,8.394736842105264
253,47,8.702127659574469
254,127,7.960629921259843
255,44,5.136363636363637
256,174,7.890804597701149
257,20,6.4
258,25,8.4
259,29,6.241379310344827
260,152,7.519736842105263
261,53,7.716981132075472
262,57,6.2105263157894735
263,210,7.433333333333334
264,56,7.125
265,163,6.699386503067485
266,180,7.0
267,57,8.350877192982455
268,129,6.542635658914729
269,29,7.241379310344827
270,40,6.4
271,43,6.372093023255814
272,31,7.258064516129032
273,55,8.0
274,1346,6.471768202080238
275,403,8.173697270471465
276,41,8.78048780487805
277,28,7.142857142857143
278,20,7.75
279,176,7.295454545454546
280,196,7.801020408163265
281,21,6.428571428571429
282,237,8.067510548523206
283,35,6.628571428571429
284,88,7.431818181818182
285,36,7.916666666666667
286,106,7.5754716981132075
287,152,5.243421052631579
288,1055,6.291943127962085
289,24,7.25
290,267,8.284644194756554
291,31,8.516129032258064
292,446,6.603139013452915
293,21,5.238095238095238
294,437,5.221967963386728
295,41,7.487804878048781
296,27,8.333333333333334
297,72,5.194444444444445
298,939,4.727369542066028
299,23,7.304347826086956
300,32,8.59375
301,114,6.640350877192983
302,32,8.0
303,53,7.811320754716981
304,216,7.7407407407407405
305,677,7.849335302806499
306,112,6.633928571428571
307,975,5.331282051282051
308,115,4.852173913043479
309,103,7.679611650485437
310,64,7.0625
311,28,4.678571428571429
312,223,7.417040358744394
313,340,6.864705882352941
314,128,6.09375
315,33,6.7272727272727275
316,53,6.0
317,189,7.4603174603174605
318,879,7.511945392491468
319,35,8.857142857142858
320,20,7.05
321,56,7.142857142857143
322,107,6.822429906542056
323,98,6.346938775510204
324,21,6.285714285714286
325,270,7.088888888888889
326,152,8.032894736842104
327,48,8.208333333333334
328,255,6.450980392156863
329,23,5.739130434782608
330,247,7.380566801619433
331,168,7.255952380952381
332,267,7.198501872659176
333,25,5.28
334,154,6.837662337662338
335,28,7.357142857142857
336,56,8.642857142857142
337,77,8.415584415584416
338,39,5.871794871794871
339,371,8.140161725067385
340,28,8.428571428571429
341,52,7.596153846153846
342,66,5.878787878787879
343,59,8.11864406779661
344,69,7.536231884057971
345,62,7.806451612903226
346,164,7.365853658536586
347,45,7.111111111111111
348,55,9.345454545454546
349,37,7.45945945945946
350,40,6.5
351,141,7.333333333333333
352,294,7.561224489795919
353,90,6.977777777777778
354,226,7.469026548672566
355,26,7.769230769230769
356,289,8.04152249134948
357,383,7.9138381201044385
358,41,6.512195121951219
359,74,6.837837837837838
360,25,6.72
361,97,6.360824742268041
362,109,8.486238532110091
363,30,6.6
364,21,8.380952380952381
365,277,5.501805054151625
366,31,7.903225806451613
367,185,7.718918918918919
368,469,5.684434968017057
369,129,6.782945736434108
370,93,7.096774193548387
371,41,9.097560975609756
372,236,6.711864406779661
373,100,6.38
374,33,7.2727272727272725
375,33,7.818181818181818
376,133,8.12781954887218
377,131,7.824427480916031
378,48,8.0
379,36,6.777777777777778
380,1218,7.346469622331691
381,474,7.084388185654008
382,291,7.017182130584192
383,34,7.588235294117647
384,70,6.171428571428572
385,201,6.8059701492537314
386,68,5.5
387,1027,6.517039922103213
388,29,7.241379310344827
389,34,8.235294117647058
390,81,7.679012345679013
391,386,7.430051813471502
392,25,6.4
393,123,7.682926829268292
394,23,5.913043478260869
395,61,6.098360655737705
396,28,6.285714285714286
397,23,7.913043478260869
398,46,8.5
399,36,7.888888888888889
400,43,9.023255813953488
401,72,7.055555555555555
402,48,7.708333333333333
403,34,7.529411764705882
404,60,6.8
405,120,8.016666666666667
406,20,6.5
407,22,8.227272727272727
408,141,8.184397163120567
409,126,7.682539682539683
410,167,8.119760479041917
411,127,6.519685039370079
412,102,7.784313725490196
413,56,8.821428571428571
414,2698,6.783914010378058
415,94,8.170212765957446
416,51,6.137254901960785
417,67,8.925373134328359
418,93,7.279569892473118
419,155,7.606451612903226
420,141,7.6453900709219855
421,37,8.216216216216216
422,93,6.645161290322581
423,23,7.434782608695652
424,138,7.3478260869565215
425,306,7.065359477124183
426,88,7.363636363636363
427,84,6.2023809523809526
428,300,5.28
429,58,7.9655172413793105
430,58,7.482758620689655
431,20,5.45
432,260,7.292307692307692
433,22,7.545454545454546
434,233,7.562231759656652
435,42,8.642857142857142
436,106,6.3584905660377355
437,122,7.60655737704918
438,635,6.710236220472441
439,21,8.238095238095237
440,33,7.787878787878788
441,45,9.044444444444444
442,20,2.55
443,37,8.243243243243244
444,42,7.619047619047619
445,77,7.714285714285714
446,84,6.428571428571429
447,78,7.743589743589744
448,1864,5.694742489270387
449,38,6.578947368421052
450,51,8.0
451,34,7.588235294117647
452,202,9.113861386138614
453,311,7.884244372990354
454,45,7.533333333333333
455,57,6.912280701754386
456,43,7.627906976744186
457,50,6.92
458,59,8.305084745762711
459,26,8.692307692307692
460,82,8.402439024390244
461,27,5.888888888888889
462,455,6.813186813186813
463,33,7.575757575757576
464,138,7.507246376811594
465,115,8.31304347826087
466,113,7.8584070796460175
467,22,6.818181818181818
468,33,6.787878787878788
469,465,7.346236559139785
470,80,7.025
471,28,7.75
472,29,8.241379310344827
473,37,6.837837837837838
474,2108,6.797912713472486
475,155,8.819354838709678
476,69,7.36231884057971
477,600,7.473333333333334
478,22,5.636363636363637
479,181,6.640883977900552
480,836,6.55023923444976
481,31,5.612903225806452
482,128,6.8125
483,728,7.237637362637362
484,275,7.629090909090909
485,23,7.739130434782608
486,56,8.035714285714286
487,56,6.285714285714286
488,111,7.7657657657657655
489,648,6.035493827160494
490,113,6.31858407079646
491,64,8.3125
492,121,7.735537190082645
493,61,7.377049180327869
494,22,8.454545454545455
495,265,8.018867924528301
496,29,6.827586206896552
497,51,7.137254901960785
498,35,8.114285714285714
499,27,7.666666666666667
500,86,6.488372093023256
501,45,6.4
502,35,6.857142857142857
503,95,6.684210526315789
504,87,7.64367816091954
505,31,8.35483870967742
506,42,6.523809523809524
507,21,6.761904761904762
508,24,4.291666666666667
509,467,6.43254817987152
510,108,5.805555555555555
511,52,8.25
512,50,7.56
513,32,7.78125
514,397,6.6221662468513856
515,26,9.692307692307692
516,26,7.384615384615385
517,400,4.7725
518,24,7.083333333333333
519,26,8.653846153846153
520,186,7.763440860215054
521,40,7.2
522,200,7.66
523,75,9.386666666666667
524,131,6.916030534351145
525,500,7.084
526,58,8.379310344827585
527,167,8.239520958083832
528,73,6.945205479452055
529,25,6.4
530,27,7.555555555555555
531,22,7.545454545454546
532,50,8.56
533,38,8.763157894736842
534,520,7.609615384615385
535,30,5.333333333333333
536,40,6.8
537,47,8.127659574468085
538,37,8.945945945945946
539,38,7.605263157894737
540,42,8.0
541,87,6.781609195402299
542,113,7.017699115044247
543,76,8.907894736842104
544,22,8.727272727272727
545,23,6.739130434782608
546,64,6.875
547,21,8.285714285714286
548,26,8.192307692307692
549,21,7.333333333333333
550,28,8.214285714285714
551,123,7.430894308943089
552,188,6.23936170212766
553,83,8.674698795180722
554,89,8.0
555,578,6.9100346020761245
556,32,8.15625
557,27,7.703703703703703
558,56,7.857142857142857
559,140,6.571428571428571
560,458,7.135371179039302
561,505,6.744554455445544
562,231,8.186147186147187
563,213,6.60093896713615
564,157,7.159235668789809
565,29,7.310344827586207
566,74,7.081081081081081
567,385,4.490909090909091
568,23,8.26086956521739
569,20,8.0
570,191,6.832460732984293
571,112,5.142857142857143
572,155,8.245161290322581
573,299,8.424749163879598
574,23,7.913043478260869
575,36,6.333333333333333
576,20,6.2
577,161,7.130434782608695
578,27,7.925925925925926
579,73,7.945205479452055
580,436,7.059633027522936
581,40,8.75
582,56,8.053571428571429
583,56,6.589285714285714
584,83,8.216867469879517
585,61,8.672131147540984
586,208,8.73076923076923
587,165,7.951515151515151
588,56,6.5
589,40,8.05
590,728,6.711538461538462
591,54,6.555555555555555
592,94,7.170212765957447
593,103,6.533980582524272
594,232,7.849137931034483
595,20,8.4
596,411,6.990267639902676
597,443,7.954853273137697
598,21,7.619047619047619
599,2478,5.2841000807102505
600,763,5.982961992136304
601,101,8.851485148514852
602,135,6.785185185185185
603,943,7.015906680805939
604,100,6.96
605,221,6.420814479638009
606,1115,7.314798206278027
607,187,7.572192513368984
608,831,6.268351383874849
609,37,6.54054054054054
610,1302,7.3771121351766515
